label,message,user_id_encrypted
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,gAAAAABn9rtxkRcOYXGkK5RckkAxSfxEfp7Bm_Int7709opV98WKYPLQGel57pOqRNiPKFfogCOSfoR83-aAceF3O7BhrYVpLQ==
ham,Dear we got  &lt;#&gt;  dollars hi hi,gAAAAABn9rtxis2DHByKgLFW7yhBercpiTRv1NN5CmogMvQyOyezCar50MzCZpNRlPfS1eGO3Djb1VFg_bE0n_5wc_5GWUdheg==
ham,Good words.... But words may leave u in dismay many times.,gAAAAABn9rtx3syYydtgjaJT4nWfPOn2pBDYYyYsZPm3_L1bMLhaKPA6NZygW1XyR6X1ItfV9fp-abk3mpNWYnAaoGNYL6Uvog==
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,gAAAAABn9rtx19-Qp8zd-TfmzBlSsFBR3IHHpvLokWvW_kyy7hDa-Almt-ZNGXshvuLaHoP3tvaUZMpAuq1t96AatHv3SIq1Fw==
ham,"sorry, no, have got few things to do. may be in pub later.",gAAAAABn9rtxCOKrkv1kuTaVQbfE5kzkwJZwVpHrHnM57jN4Bfo0ItmjQCpDFa0AKwyFPi4SB9k2FeJmH5RMcODLeJvXkLTzdg==
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",gAAAAABn9rtxKO0C0HGJntIa1h-IdwIqhHGlJ-NeaRBjF9SpHlRLC5tGABVNDPNApqIH9qTx7Ur1C6DUABIBJZQ5aCEQRKyerg==
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",gAAAAABn9rtxCfOQYr8muQwUXf0f3cXH6w3rTamiRMBaoI9WP3PXHFn4cvCAGyZzIceKTOGYS991DjvWjTJRAODUP0_2pj1c3g==
ham,How many licks does it take to get to the center of a tootsie pop?,gAAAAABn9rtxfGdq7Jt_fQRBt5lH1IJEtuR-yEAnyXYI54C2sittI4RhG54Oan9_caTrQILBLmmRsbRQ74jzqtsRFdHnK1rh4Q==
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,gAAAAABn9rtxw16Uk3CmmUi6fxMHpO2gZ_wuSLg4DYdiQDuN1l9AyIYZccT1AmTNmJubT116ugq0CA4Nl1gzo1LgyFNc0R0A_g==
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,gAAAAABn9rtxr1DzWi_XUUG2NTN8o17t5HEkVPT2PxEQp1l5EIrHTe9dJLgJWrAUq-2c60nbNFST2mw-IxabCE3ZZ9HkBvKfPw==
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,gAAAAABn9rtxxddlpXoOYd1doqZjU4s2gvZP10uAi1vlu37BI0Xb4DGci_ALsP1-MIkgYcKHuTeORrGoWr4vnCOKa-Ekj2CJbQ==
ham,Please dont say like that. Hi hi hi,gAAAAABn9rtxIskoJajDq7iPA47lapMo3dHZD_EDiY-8GJGW8Z6khp9O9tfb1GBU8GnvDmiO4GJheykhfzsdJAqXV85VE_vQbQ==
ham,Thank u!,gAAAAABn9rtx4EaHr5eK6lgoHeeWuphvVM_8J4cdnPnF6rEGOzTYWsrmTIMorZkH3hGt_-AghXxgL7-uU0IYPBAn95Zrtz1YYA==
ham,Oh that was a forwarded message. I thought you send that to me,gAAAAABn9rtxd35krhTCD_9dV8Nfjbsl7IclSC5frx-XOjwNcVEqxvGSsN52m2-cBadVH0QIc7XLilawNOQzxQihY2dSATcnXg==
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,gAAAAABn9rtx8y0AZk02lYuJOoi40I_-bh1Rvx5M8sMLbCJGj1eqIqeec3ZIh92e7kgxOouGF4FE3HOsXd03nAHKO8PSCEEC-Q==
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",gAAAAABn9rtxWgHTvFsf5lUy-0Yk8s4pf5CLyU1QfN4gjK4ARezQ4kRg2MPV-Xfx8BAFt0nWp6niMVQVaPLdoHMPbVkRCzmlxQ==
ham,Me n him so funny...,gAAAAABn9rtxoozILdoZVunhS6U2eG6pIKnn5_0JXJiK39OdiPZfHTV6g53rHGLJWddpJOSNV29Uehk-vOluQYHsYaddRpUEWA==
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",gAAAAABn9rtxsQUGZWyIF1A6-uASpLqF6kenwbZjiqYU1R_X9PCn3tQLOSy64OdH_PqfZpzIy3zm7NAyAu9HcDEIHezb8kMnzw==
ham,When ü login dat time... Dad fetching ü home now?,gAAAAABn9rtxULWmOH7N0C3lQbVOfuXP-LQPCgOxkegY073baT4_V-J_rzNjh3CjXqocHGIcslDhaPxwnZWBiYuied9N51unWQ==
ham,"What will we do in the shower, baby?",gAAAAABn9rtxP1gjg2mdUEHTThVv5Z_wsWpS24F2TIm4UpspkeKV_kkWexd8Op04WUXg3AtrzCWDv3yWrJycwzdgCEUYHcuz1w==
ham,I had askd u a question some hours before. Its answer,gAAAAABn9rtxjSLIN8CeE_immOO-clf-HdYw6QQfLc8rzcvz4WEIbDR8pD29l4CVAgO5-j--zn1UDwmA8PUezjk5vDxbm3us6w==
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",gAAAAABn9rtxLVmLUgJqIL4c_121fHgRRyhupYJ4KNXAE3uXmnCYtqMiQ8mqPwB1Z6eUY_ZG0oxBpXzKeH3q3IjmaXjbKDUB2g==
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",gAAAAABn9rtxQ6Tn__k7hM5Ea8aHNaS3t1FMT0Nn7RC163PwxnPpZqUIE5RkA1kUSZEKmkdLiMTKUC9GpZTiG64lyBXhwraA3A==
ham,Probably gonna swing by in a wee bit,gAAAAABn9rtxALpNDqgKmg1qDv6KzI9KlLTLI4rQAZf0WFg91tZshSusMN6-rrqYjXc7CXn_0UhlSBTQKlrWOQAEG9Is_zKK-A==
ham,Ya very nice. . .be ready on thursday,gAAAAABn9rtxNDyjI_bEc-hyi8tF2YitrgI8uFlmaVtKyn8P2KDLA6t4VH8S9xDz813B5Zk0bCVpE_7KGBWSXipnXj4vkTtKCw==
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,gAAAAABn9rtxQtzb-LZOhsi-jx-ObPUCYQ_6BdNxSi81XAI8RwtD-dsBeQjjVEV6wqs-XN0A6l0d5DsQqyZ2lPPc_XOHH5TzrQ==
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",gAAAAABn9rtxnRnHndCSVzjc6w9hBPiZRq5q3HTRR2dtcP4iiTYv894fumU074yMAVfuYJQlLO4-M8oxBLBbIDsGvBFE6l1aZw==
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,gAAAAABn9rtx2QJUE00FtwpjCW-6jDf67pwG26iNwMzSdn1hCnWwQKuMalzAJRJYMj9Sux4KAfS-S8wDev5BBVYLLJt5F_FWFA==
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,gAAAAABn9rtx8Fy3FZm_RCHr1VcBzFB6R0eL1FJt6KnvUv0L5uOTapYhMmU4gatpMYry5O9jZVit1enqJZ5ANR9OfwoB0QkAJg==
ham,No prob. I will send to your email.,gAAAAABn9rtx39GEc7O01cSJUdqTXi_-B0r5StJPHzUOURiqDOzV5xpnIVs25VsylYMEoGnCseawxXEJjHh_QxON6S8CqIOq9w==
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",gAAAAABn9rtxAZiV48JPova-hKmSq4Q24GI-okHUX0CsBJwvQw5hXwJFb07XTYwrIB4QB2pEOv8IEduZmE3MXvYTNMQvYrESSA==
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),gAAAAABn9rtxckshp8P-LkYGkURtFHLAPsedRJyz2hkJqBRypJZNCGhFyDZWRQe2VQ3TFOl6WVvqkKTiCQ9tP-6rt5atArE0cQ==
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,gAAAAABn9rtxyroxlSsKi_Z-M2wVxfUH4dqrOHvzstPoE1rUL-37pnFRR4UMJnB5ko1VVx3OITxXoRAIuy_mS2Tv4dXei2sYKg==
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",gAAAAABn9rtxnaUd5wNFZ9RcU3JtPELn8rqV6IyuRfo9vJ0qeTVj_BiTg_j7tete5oDMH1u0ojSGhrjCLCIh3RjcfVgxC2Hd5A==
ham,Fine i miss you very much.,gAAAAABn9rtxhUabUfIA0Tm1Qn8tC8_OASzfp7WQUwd1_Yy_z6H9K26-zsq2RqKQF4fnYxHp21deWvi8_1gIb7kYE58jiYJWaA==
ham,Did u got that persons story,gAAAAABn9rtxcHpPh3NGiXOH09diY7YHF4DgY5mhmI2SMXJ95-qRtXZbKGSWvNZAesBZEFNrep31wf8uZGR0goWS1YAX2RA9ZQ==
ham,Tell them the drug dealer's getting impatient,gAAAAABn9rtxIBA8FeX3RS3AGLxmq4DFs90kB3c3TqWS5MP3qEbkxWZdR0MirvCLlLTcZ3my29-xyRR4LE4_ErIUhuvjRwglfg==
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",gAAAAABn9rtxNWVtDifHzr4rfNPZtIjrWL4xU3fkx6fgLOBkJRPYDrYtxM_b0gYFhMCiCMjqyS8z3a_yVNUM2Ph0_lKyzTQoPg==
ham,You will be in the place of that man,gAAAAABn9rtxA6b05lrKEfG3aznpa1omJ6fdjiHac0lCcwBFtKmzImoeFF-p37bGlPe8JTjva6R1IlsYzb0YQoJ0fpprdIhUCA==
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",gAAAAABn9rtxqfKcILuZLaMzC4j7y8C_hb8y_r4FwkUoy-r1l2ACps3r2k5Q5oj7fmbjJMOPHzJZ4plUfCpSNegMR2Q9wD4A9w==
spam,88800 and 89034 are premium phone services call 08718711108,gAAAAABn9rtxnLHpo7US2uAlQvF2L8wa6JZcDTF2bWjwOiyuQ3jIAQqX18kajQDemPRj3kU7J_l5EizAegEnlsCTfIxhgKiZLg==
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",gAAAAABn9rtxjwLWEa2yYwDmYG4l4HC8uHbOmVDOOB9_jParcZ6szNBiORHcg2qARDqfaRr9L245XgIZcZ3a8hRwYfMTd1wvuw==
ham,Then mum's repent how?,gAAAAABn9rtxDFID5sYp5fuL1Y4zNOebBjfVKdpphFfD-ddTD9kxjbshNZ7mvm35rFutDN0dtVKy6yrclqVt-rK_xxMraz3GIw==
ham,Sorry me going home first... Daddy come fetch ü later...,gAAAAABn9rtx9w7Wpzo7QZE9ZGLRF8fX6tpCdbE58mYF4SpjcekiAiXV6k4tfrS5YVGeoJ5fYE7VAlAAZKNUu2xrki6ZBsBENw==
ham,Leave it de:-). Start Prepare for next:-)..,gAAAAABn9rtxKh77wQ2g7q9K0_D66ti8bZ2GyD4sqzDz9bcUjLqs8jM-Up035sJH07aq3eDX0QvovKB83mmhU1KlqKRfEXAxhQ==
ham,Yes baby! We can study all the positions of the kama sutra ;),gAAAAABn9rtx4CA28Z_aPzjsrQ_X9OeMaOs4oiPoWafyQlX8tm15-FsxR3qmDlZF-ke9ZNahrjtTSQU2Iu3YFIIlvtnMPubyiQ==
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,gAAAAABn9rtxAXAnRv8fuTNcRSMESbi3W7nV1MLn11kjBbZohYGqNqG1pVbOOGw99NJvb5Jhi75NQNq0xt6DxtkPoQzw_2b5wg==
ham,Carlos'll be here in a minute if you still need to buy,gAAAAABn9rtxzIW5gtH-SG52X0tgsdL19TF6VGRQ93s2nGQ1ETEjxqLb1hBq_53oUBjHAMrFzgrs-Q_0LJMnxub4wT0Nm8OyDQ==
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),gAAAAABn9rtx1DQ4kVPqnAQCfojfsdHL8VrZ_4AM-aNUoL4QCZAs_OcxmbE6XT8R4Hs_hBvqBZFVXUvk4Wmzv5d7ssCkjsW3wg==
ham,Have a good evening! Ttyl,gAAAAABn9rtxUzjZHnUsgMuDUbO0RzQ__XPM6rv6lYJMJcq5mJpG_EYq642SL5szuvm_M2SJ9m1cEsWZ6wqjCRP_xOqieK-T1w==
ham,Did u receive my msg?,gAAAAABn9rtx2WJyw06F5ZM6KwEHOARsdD1TsJyu6UW-T-YpmswK0uEVLqo1xMuvcNVLMzLAqm-NsI47bvr6An1DkgG2NSqqmg==
ham,Ho ho - big belly laugh! See ya tomo,gAAAAABn9rtxrHl8LxhIPYadvH-pSBQcoHd___RlsSmomoeMaJ4EOxB-nOJV7d3EOA3UrhtcETjrZkgjyxFY-T2LZKuxk8Qd6Q==
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",gAAAAABn9rtxlfG_FMm3t8ZEgeqqYoldsws4bq1lYagwvSbslymy6nzhIMbhXLfpq5R10fHBvbJl6QjvSigc30IsGaFdEz4V4g==
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,gAAAAABn9rtxc1RstJCLzUBcE97P0MZxtHO7FqU6YG1MjKPNzAaMULOokSExHV-RjvTy32kKT64MTfnefqHmbwok0sDHFlKhcA==
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",gAAAAABn9rtxSVxWE8vObxZGW3w54XGN8lseq5noygj_TQQViOn-MEreYjK2NrpeB4PXdjSCfhehmX4CILsNUhiXwaTcBIKWPw==
ham,"I've got  &lt;#&gt; , any way I could pick up?",gAAAAABn9rtxAW918p3XaPIA9k-cKW8Jz99xcQcNQDWwWe6DbZKT1fL7WVcKgu3qGogBjok_LZbycIw7SbXmUHymRzEEw2-0eA==
ham,"I dont knw pa, i just drink milk..",gAAAAABn9rtxMHw_MtX_WGFtR6krL13CzNOkydwxXcpaLBY3z1rxlC9-S1xmTT_viHq4oE-uipvLxBYq22aoT6w-pGAIZISfOA==
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,gAAAAABn9rtxvni4ArJzK9Y5V8jF9ALMAR4up0CFbrnV_As9cckUR8NxMCQG3NMkm_QVuX0LaRJdVVd9NBMiV9RSDtIVDUwsAg==
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",gAAAAABn9rtxxl9kiySd-Bemf4A1Fi7FuZNBfoiaaftb16s8uDBuYFDF2QJc0J0KcqFi5jXf3Rrzr92NHsXKXoMAV2NXMgVxtQ==
ham,Cause I'm not freaky lol,gAAAAABn9rtx3Sp-CfpSM1eN6ji7VBqS9lF-i2I_7tbSRorH6McMEUOwqspAU6J0-B5DM6rBGAoq_OzW9O45-jtM5TVvzX7mqg==
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,gAAAAABn9rtx_a75lM_8hDOnmuyHhhfllR_70qNI4mcLliKvCem0VCZOqQPikavkUTBUVr98r8HQXdQrGabIkhytAmsTnnPASw==
ham,What is this 'hex' place you talk of? Explain!,gAAAAABn9rtxTF0LXvKsgRpHcws1teX1aci8Og2nrrgClEpbyryUyLrSclZf6tFwueL0TmD99HXEyP_OjBSBf0xaFz9emfNZbQ==
ham,Ü log off 4 wat. It's sdryb8i,gAAAAABn9rtx45NJmk4gA_I9FTEb7vbVGEeKyFAIcgZmnQgYgOnMmCOxCEFFdkIZBfZjRVh1M6piL8aVl5BPW71IY4Blea8ZIQ==
ham,Is xy going 4 e lunch?,gAAAAABn9rtxtNCTVmJXmodis56XiybUHlaPizPJ_hSAmHhli8n5m51X6dhJ4SLN94YFdIgejujvJR0g1oWzmIF9_b6Cvx-BlQ==
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,gAAAAABn9rtxQsq63cbSzIqX46b8DoUIMHHyszLPVC44swQKngGji0s6HDLaW9i-MnpsuXwKgftc4q3k7ssiBg-fk99pzgJX6g==
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,gAAAAABn9rtxz_20yI6OnVY1rzR-eEm8FaHAhMg6FaD-M3j5u5TjVE-cgZPCeA7LOlR8UVF_BgpOfyJ9jVjpe3sLhL1Sdc1u0Q==
ham,Have you finished work yet? :),gAAAAABn9rtxosCExoD-Uy3pyGtqr6thDf2jfOffrZGXmH5LPD9cRyxpjGY2i_cUfLmSt4sWqfWoZSSJAdizcl4GkEt76S1ahw==
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",gAAAAABn9rtxNmuG5hHE_UEh4SLt7bZoZL_sZWXeYj281LPXrestNuH6HO43xcvuGYmhi1UG8r4Iqyg9ExQPkLvxbm7KdZcHUA==
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",gAAAAABn9rtxFphpN6sYpx15WuWXPWWGR-ASGKPiskRIWxUyfWV0Xkxyn0q8u27GCs-QayrtaG0172MMBUV2-CoYYTvTSZG6zg==
ham,Thanks love. But am i doing torch or bold.,gAAAAABn9rtxcBF2A2YHIyqCkyPe1ZLHvXtSmkURlFB0_eaONrdc3BEVFDSAHT3t42SozZzeMP3WiFft5PPRc6tzk_ycnoXlcw==
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,gAAAAABn9rtxBXTL97bqssynIie1WsMQ1hAX2LWlUKkc2MCa8vLjgJiU5tTpKwQuSo9Fb6f2woUoxZJrENUUzkhW7F-L9tPtKA==
ham,Was the farm open?,gAAAAABn9rtxhqrD_XTUFQn5FHHCQb3tLur91d2BX_75q2ZtzRam06gS7-Yb9FCil2j_1J68BQ0VrIDPLZANOw8OFx09bTkDgA==
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",gAAAAABn9rtxq08inRzvqcb8Mf1lHYthXA60a3Ajodud7HSL1gpXTEQOgLST-6PN-8ZNL1L_07Y_aTaoGvWo_y6S23PvmVa-UA==
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",gAAAAABn9rtxHq-bUpJVWDIkiSqBpgsUDnn2QzOdd96ifgtm7zpmAPsdyWgUR4b7cbIoPZ23_GPev0RrNJU5HPioLX_cHqUlcA==
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,gAAAAABn9rtxqxpYvybAutf2lP6lTmB159JccfSWWuiWo2RIUgEHRzdGyDmzuSyHNwPv25t3Ss5Imi7GyBNH7hte5xRsgM2ong==
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,gAAAAABn9rtxU0b4VtiIY9qySxRtyA8CTUVr29k7EkYygtRmjy3ls69VvbYpFQT4sJram1BRZ6YGRjsgFkFF4WpQXaRv_cQcbg==
ham,Good. Good job. I like entrepreneurs,gAAAAABn9rtx-O43BBzVGTQtC0h-J7RWmTuqn79icFCWFqrI_GXAojXEeJwBNMDNF5AKwYzb1-7XklDo9UUVjFK79BHExbQoYw==
ham,"Aight, you close by or still down around alex's place?",gAAAAABn9rtxjEtTduLRPG1QQztSjGrGnMoPHZ4M6968ldUK3KWXwxsm4KrSaxQJF6R2N5N7Gnw6ERvKovwCFm5QI9rYHomHCw==
ham,meet you in corporation st outside gap … you can see how my mind is working!,gAAAAABn9rtxJmlXJQSssObageYbxSkxROv0KUOy-O9ub5SnlVOo8jYmHCfejmcZaBd46ZBEIECNhj6dI0074CWGH_Mv3J_A1g==
ham,Mum ask ü to buy food home...,gAAAAABn9rtxeDvbGZC1P8OnI-eBNFGDM4hcLkEME6dV4NsueH4mOSMklVVn7Rn_8bTjA2rH9bhF14dx9dQI5hd3HUv1jCISsg==
ham,K..u also dont msg or reply to his msg..,gAAAAABn9rtxddEYLX6DLSi-Vah2jDIvw00byLTajYc7g-mJRouLdij4SQCZ_795ZSl-KbmZttnbtBYaZQ1R5LfnzfRWEOaTGQ==
ham,How much r ü willing to pay?,gAAAAABn9rtx2fxMwIr2GBdUIL8zo0E-dynyB-vVqlcD0V3X4fV3VGTZVHAAfxmdJJw8qtp_tw97psibT2z-paztdcXEMUceOQ==
ham,"Sorry, I'll call later",gAAAAABn9rtxO6uxXFJ6B9a2MgEZ-DZ1Lxj1bVB-9zmkYd9K7ASuZN2-xoApGMNHcViOa8mtXRs97RoyU6KN7n8GXgnvEMKyjA==
ham,What is important is that you prevent dehydration by giving her enough fluids,gAAAAABn9rtxbyqS7qu6eI4-dhGA_0eCa7jOZEH89EAJDTJLRntME-7IprDh1DuMRvhUUvChaRMYqgLai8gBg4R1by6N8pSpZQ==
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",gAAAAABn9rtxFGkQLmFjqru4vBBiytZdWdeeTLyAq7Hqo5iyuEeinT79wQoaTyJqRL-IKkaozze6WeFP1k4uRRMumAYzwPQg4w==
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,gAAAAABn9rtxzhIJ7KvkN-toTKx4f7sFajGbyaG-024UBTYD5zd3VM493R0EIPpypleg28-kVKzM4mG0Azxr1bSVk2JXjsyB9g==
ham,"I don't think I can get away for a trek that long with family in town, sorry",gAAAAABn9rtxE6adUWBVPhcrHI2UNvrAe4MpOEDhXesuExpEnTrcjk1fofzH1NblGhKHr6l8D-aLO0A2mB1TIGR6zHzEQA_eBQ==
ham,So when do you wanna gym harri,gAAAAABn9rtx80Vd7ykHbMrji2ebnuBnvaGE65c72gDLXdHiuk4y1VCI8JRUqPJ8kCytF69YD-k2na4yPtHnqr2CM2edFt4gOA==
ham,Quite late lar... Ard 12 anyway i wun b drivin...,gAAAAABn9rtxKCTK8hy-BQnXXEMcCgl0vaNVRCM35RKhw-mr0pNnd6VT5i1P6XCVR3S9z_4FIpZiTyoMHlvFtH5eGx3N5Ru0uA==
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",gAAAAABn9rtxqxP1_dYrMBjhqWi_6qLeWJbCCJ2-1rGJSBil-Q-wIz4g4YCAxU7UJJpovrYNrLMhXOprD2PHFKmrE7xtdqds_w==
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,gAAAAABn9rtxmaF8a5B7wkPZJguYGlidinV2UfjS0WVdBT5QB4r5ek1whWbgdPbMQFhd05z0iVtbheUVuoXvqtnSiuQ7APgsRQ==
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",gAAAAABn9rtxiVIPD0SVyZVxif_uHUpKObkx8wTC89cEWRgFq8xlL6pWdqo9NrHMFbHlx159QJVmTInMDWATVDUy7-lrjOzjvw==
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,gAAAAABn9rtxWGsGGwh8lfFHst90QSx-c4iJAO2l-90rtqqvN8NphaXvUbYXeBIJlsTvezCanhQQlJ3sACmJl2NXn6AdwHO5Rg==
spam,08714712388 between 10am-7pm Cost 10p,gAAAAABn9rtxnS097l6qy73nGzZrFjEE7XIvibVL4Jr5YeUVaX45jFbHFqR4Ax_P5C0opIzCwwX9QsBabSGrzHFdEjjp0_BZ5w==
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",gAAAAABn9rtxBWntJwpTobK-iU9aWm-iAKUf0D6Jlu6C6SHKg68iy_JmNVDzv5fix7e_sD_M375FxiMEkpjrppiNUNz7CYq4lw==
ham,He also knows about lunch menu only da. . I know,gAAAAABn9rtxXFVWhYWua6D6BmoVMVAS8PtW91LjuZ1LJZPuLE2ySTve1JsGzmiWdfrvw2dC03MOglIHGmjW61tI8H5i30hpBg==
ham,When i have stuff to sell i.ll tell you,gAAAAABn9rtxH4lAuAj6-U1HAKBFk6juS5mmuSNNBnIl2c727HDyX2fPV6UBhjpR4vOMfQ-HNLb2JgfgTjpb53DU_rGXGIha2w==
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,gAAAAABn9rtxpai-H_wPABHPLtQIbeRjan35x5GmtnzZOLB0lnsMXYNrJZb334fym3G9GPWa91Vlv1cYziV85cW8dpBgNaGm8A==
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,gAAAAABn9rtxVf7FtGSheLh5ehhcZVtnpZF-Lv0vXe_pRe8xgxmwq-GU4AeqjKV9FUbjcDyxh_fSu0jbc477w83AxqoKkpFFSw==
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,gAAAAABn9rtxLNoZ-NEy1AdXzR-ZVUswFLOA1MIU8qZAeEs41yEhumGPGqaIshauOb_75MtlPeYtfHnrJZXNGZMkV2oknQQ4KQ==
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,gAAAAABn9rtx1hz5hjd6S7Kzq_MviWUUFgVi6SznE98cgOMlRUYPBT0P4eXYgZSbjwtZunPpW32G2gBIC26frJ7LvRVLKyTaKQ==
ham,Oh is it? Send me the address,gAAAAABn9rtx4vxq18gt5lG4rDF2z5wl-7-if9GdpEIWY9XuVxcW4pO3mm3JoZ3T0BA-dTPARZdOks6MCQhp3wM4SDKji2FyYA==
ham,S'fine. Anytime. All the best with it.,gAAAAABn9rtx1r6GFwK4M2Mu1mIlL523uhQE-TeFwIe9-cQL7zlkV0r8tKZ8NNPS-ou4HQwuCp9CucoaxIOZTFWNoe1ihORYjg==
ham,That is wondar full flim.,gAAAAABn9rtxQaj_JTWetYFaIoSbMKQ7PjCZHYeCITdigoIv0Bc-FklmnCBTjtWlcS9Q1Wj-fAYj6yFG887vwxUZtm8ga2MQ1Q==
ham,Ya even those cookies have jelly on them,gAAAAABn9rtxb0oW86gj_OQxm676FBMey0stRIQRQrQXTs-3hW3H6OMMiWhvUDCHRfFHBF52go2FJTEpZgiQF2qRG9o9KNd4Cg==
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",gAAAAABn9rtxxp1TWcwSPws_va6ms373CD_JX89m_zTYHcr1ZshDmfm-2XxhZogyLSfK6STkkD9Dg-_toswpRWXKbZvYLYbjiQ==
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,gAAAAABn9rtxDTXQiL8EVtDoy3no8bEqtq1XWUaxTWupqvhqE9qfQFYdowQur43oWUv8PrgutK3hPJb6Noi7IBOww7a6ujXAew==
